SALEDATE,YEAR,MONTHNAME,SALES,COST_OF_SALES,QUANTITY_SOLD,SALES_PER_UNIT,SALESTYPE,DAILY_GROSSPROFIT,DAILY_SALESPRICEPERUNIT,AVERAGE_UNIT_SALES_PRICE
2013-12-30,2013,Dec,223937.96790,230079.62100,6827,32.80,Promo Day,-6141.65310,32.80,32.60500
2013-12-31,2013,Dec,300345.48460,306986.12050,9268,32.41,Promo Day,-6640.63590,32.41,32.60500
2014-01-01,2014,Jan,86782.46773,87986.31821,2678,32.41,Promo Day,-1203.85048,32.41,33.74032
2014-01-02,2014,Jan,200173.11680,202881.17770,6175,32.42,Promo Day,-2708.06090,32.42,33.74032
2014-01-03,2014,Jan,326906.07420,333806.29190,10084,32.42,Promo Day,-6900.21770,32.42,33.74032
2014-01-04,2014,Jan,307043.93540,313652.34830,9470,32.42,Promo Day,-6608.41290,32.42,33.74032
2014-01-05,2014,Jan,179188.88450,183083.28500,5524,32.44,Promo Day,-3894.40050,32.44,33.74032
2014-01-06,2014,Jan,306351.95090,313446.06810,9448,32.43,Promo Day,-7094.11720,32.43,33.74032
2014-01-07,2014,Jan,224020.41000,229533.97370,6911,32.42,Promo Day,-5513.56370,32.42,33.74032
2014-01-08,2014,Jan,101836.40220,99381.96752,2990,34.06,Regular Day,2454.43468,34.06,33.74032
2014-01-09,2014,Jan,107804.30490,104816.45850,3159,34.13,Regular Day,2987.84640,34.13,33.74032
2014-01-10,2014,Jan,144829.95670,141333.99630,4246,34.11,Regular Day,3495.96040,34.11,33.74032
2014-01-11,2014,Jan,146571.48240,143179.67000,4297,34.11,Regular Day,3391.81240,34.11,33.74032
2014-01-12,2014,Jan,95422.37298,93126.14724,2796,34.13,Regular Day,2296.22574,34.13,33.74032
2014-01-13,2014,Jan,114883.17380,112186.30870,3369,34.10,Regular Day,2696.86510,34.10,33.74032
2014-01-14,2014,Jan,80090.80008,78096.76018,2348,34.11,Regular Day,1994.03990,34.11,33.74032
2014-01-15,2014,Jan,98945.37116,97159.00259,2903,34.08,Regular Day,1786.36857,34.08,33.74032
2014-01-16,2014,Jan,84904.90171,83350.43316,2491,34.08,Regular Day,1554.46855,34.08,33.74032
2014-01-17,2014,Jan,135460.61970,132703.33540,3968,34.14,Regular Day,2757.28430,34.14,33.74032
2014-01-18,2014,Jan,149925.74970,146928.41180,4393,34.13,Regular Day,2997.33790,34.13,33.74032
2014-01-19,2014,Jan,74297.30718,72782.28432,2176,34.14,Regular Day,1515.02286,34.14,33.74032
2014-01-20,2014,Jan,83356.42456,81789.13612,2443,34.12,Regular Day,1567.28844,34.12,33.74032
2014-01-21,2014,Jan,89922.01429,88388.91607,2638,34.09,Regular Day,1533.09822,34.09,33.74032
2014-01-22,2014,Jan,57806.30278,57157.28254,1704,33.92,Regular Day,649.02024,33.92,33.74032
2014-01-23,2014,Jan,63977.75035,62863.98724,1872,34.18,Regular Day,1113.76311,34.18,33.74032
2014-01-24,2014,Jan,116958.79980,114823.79520,3423,34.17,Regular Day,2135.00460,34.17,33.74032
2014-01-25,2014,Jan,155272.82480,152636.27660,4544,34.17,Regular Day,2636.54820,34.17,33.74032
2014-01-26,2014,Jan,82885.21591,81583.16695,2426,34.17,Regular Day,1302.04896,34.17,33.74032
2014-01-27,2014,Jan,72353.42588,71377.15646,2117,34.18,Regular Day,976.26942,34.18,33.74032
2014-01-28,2014,Jan,50415.90376,49769.09824,1476,34.16,Regular Day,646.80552,34.16,33.74032
2014-01-29,2014,Jan,67458.30189,66529.44200,1974,34.17,Regular Day,928.85989,34.17,33.74032
2014-01-30,2014,Jan,64640.36931,63757.83987,1892,34.17,Regular Day,882.52944,34.17,33.74032
2014-01-31,2014,Jan,137693.87350,135609.50760,4030,34.17,Regular Day,2084.36590,34.17,33.74032
2014-02-01,2014,Feb,181209.12850,178435.71530,5304,34.16,Regular Day,2773.41320,34.16,32.76607
2014-02-02,2014,Feb,113433.58100,111466.51680,3320,34.17,Regular Day,1967.06420,34.17,32.76607
2014-02-03,2014,Feb,143192.53340,140505.63470,4191,34.17,Regular Day,2686.89870,34.17,32.76607
2014-02-04,2014,Feb,130126.64990,128496.28770,3809,34.16,Regular Day,1630.36220,34.16,32.76607
2014-02-05,2014,Feb,187155.86850,195078.60330,5764,32.47,Promo Day,-7922.73480,32.47,32.76607
2014-02-06,2014,Feb,102314.70960,101977.99000,3028,33.79,Regular Day,336.71960,33.79,32.76607
2014-02-07,2014,Feb,301553.84260,313529.18770,9284,32.48,Promo Day,-11975.34510,32.48,32.76607
2014-02-08,2014,Feb,316073.17750,329754.77950,9737,32.46,Promo Day,-13681.60200,32.46,32.76607
2014-02-09,2014,Feb,135178.04260,141530.70870,4163,32.47,Promo Day,-6352.66610,32.47,32.76607
2014-02-10,2014,Feb,147727.51620,154828.68460,4552,32.45,Promo Day,-7101.16840,32.45,32.76607
2014-02-11,2014,Feb,135498.74640,139824.16160,4172,32.48,Promo Day,-4325.41520,32.48,32.76607
2014-02-12,2014,Feb,163432.84520,166893.36890,5037,32.45,Promo Day,-3460.52370,32.45,32.76607
2014-02-13,2014,Feb,138291.63330,141027.43450,4259,32.47,Promo Day,-2735.80120,32.47,32.76607
2014-02-14,2014,Feb,336901.37170,343519.87550,10381,32.45,Promo Day,-6618.50380,32.45,32.76607
2014-02-15,2014,Feb,367729.26820,373973.59330,11332,32.45,Promo Day,-6244.32510,32.45,32.76607
2014-02-16,2014,Feb,133913.84140,136797.07740,4127,32.45,Promo Day,-2883.23600,32.45,32.76607
2014-02-17,2014,Feb,150800.34700,152887.10640,4649,32.44,Promo Day,-2086.75940,32.44,32.76607
2014-02-18,2014,Feb,55591.93034,53463.24421,1627,34.17,Regular Day,2128.68613,34.17,32.76607
2014-02-19,2014,Feb,106427.19180,107736.44410,3281,32.44,Promo Day,-1309.25230,32.44,32.76607
2014-02-20,2014,Feb,78940.55442,75934.39482,2310,34.17,Regular Day,3006.15960,34.17,32.76607
2014-02-21,2014,Feb,317916.31790,322089.78900,9802,32.43,Promo Day,-4173.47110,32.43,32.76607
2014-02-22,2014,Feb,309217.87560,320116.92430,9772,31.64,Promo Day,-10899.04870,31.64,32.76607
2014-02-23,2014,Feb,138491.55000,140752.60160,4270,32.43,Promo Day,-2261.05160,32.43,32.76607
2014-02-24,2014,Feb,133146.22220,134505.40420,4106,32.43,Promo Day,-1359.18200,32.43,32.76607
2014-02-25,2014,Feb,224994.65620,227546.44660,6937,32.43,Promo Day,-2551.79040,32.43,32.76607
2014-02-26,2014,Feb,225051.59150,228214.14210,6934,32.46,Promo Day,-3162.55060,32.46,32.76607
2014-02-27,2014,Feb,344299.68240,365935.65300,11082,31.07,Promo Day,-21635.97060,31.07,32.76607
2014-02-28,2014,Feb,661876.50000,686656.79100,20805,31.81,Promo Day,-24780.29100,31.81,32.76607
2014-03-01,2014,Mar,846678.38820,872081.58500,26410,32.06,Promo Day,-25403.19680,32.06,33.28064
2014-03-02,2014,Mar,478902.30490,495554.44990,15004,31.92,Promo Day,-16652.14500,31.92,33.28064
2014-03-03,2014,Mar,538827.20210,557567.13700,16884,31.91,Promo Day,-18739.93490,31.91,33.28064
2014-03-04,2014,Mar,310346.12130,323325.02990,9789,31.70,Promo Day,-12978.90860,31.70,33.28064
2014-03-05,2014,Mar,256390.52220,267308.50710,8079,31.74,Promo Day,-10917.98490,31.74,33.28064
2014-03-06,2014,Mar,167803.65980,168135.69000,5072,33.08,Promo Day,-332.03020,33.08,33.28064
2014-03-07,2014,Mar,465318.02150,483774.59670,14551,31.98,Promo Day,-18456.57520,31.98,33.28064
2014-03-08,2014,Mar,520146.74960,541498.95820,16262,31.99,Promo Day,-21352.20860,31.99,33.28064
2014-03-09,2014,Mar,224699.25280,233589.98300,7014,32.04,Promo Day,-8890.73020,32.04,33.28064
2014-03-10,2014,Mar,286230.67890,297642.89140,8932,32.05,Promo Day,-11412.21250,32.05,33.28064
2014-03-11,2014,Mar,187143.01810,191499.04280,5737,32.62,Promo Day,-4356.02470,32.62,33.28064
2014-03-12,2014,Mar,191700.38910,197153.42400,5903,32.48,Promo Day,-5453.03490,32.48,33.28064
2014-03-13,2014,Mar,164663.96760,168975.17400,5056,32.57,Promo Day,-4311.20640,32.57,33.28064
2014-03-14,2014,Mar,395941.34510,406765.91400,12167,32.54,Promo Day,-10824.56890,32.54,33.28064
2014-03-15,2014,Mar,518183.21040,534383.14310,15971,32.45,Promo Day,-16199.93270,32.45,33.28064
2014-03-16,2014,Mar,226617.95490,233191.10460,6968,32.52,Promo Day,-6573.14970,32.52,33.28064
2014-03-17,2014,Mar,243707.87190,250794.22130,7494,32.52,Promo Day,-7086.34940,32.52,33.28064
2014-03-18,2014,Mar,94849.74380,90571.58892,2707,35.04,Regular Day,4278.15488,35.04,33.28064
2014-03-19,2014,Mar,92386.78307,88255.84099,2637,35.03,Regular Day,4130.94208,35.03,33.28064
2014-03-20,2014,Mar,180394.82770,172344.30440,5149,35.03,Regular Day,8050.52330,35.03,33.28064
2014-03-21,2014,Mar,200939.69240,192019.14430,5735,35.04,Regular Day,8920.54810,35.04,33.28064
2014-03-22,2014,Mar,172953.92470,165201.30500,4936,35.04,Regular Day,7752.61970,35.04,33.28064
2014-03-23,2014,Mar,70194.79954,67061.62271,2003,35.04,Regular Day,3133.17683,35.04,33.28064
2014-03-24,2014,Mar,81378.21463,77703.64633,2323,35.03,Regular Day,3674.56830,35.03,33.28064
2014-03-25,2014,Mar,130227.01470,127394.28920,3822,34.07,Regular Day,2832.72550,34.07,33.28064
2014-03-26,2014,Mar,125310.03640,122275.10260,3666,34.18,Regular Day,3034.93380,34.18,33.28064
2014-03-27,2014,Mar,119452.33960,118186.57500,3543,33.72,Regular Day,1265.76460,33.72,33.28064
2014-03-28,2014,Mar,276174.76930,271550.89560,8130,33.97,Regular Day,4623.87370,33.97,33.28064
2014-03-29,2014,Mar,357369.26690,352250.83010,10518,33.98,Regular Day,5118.43680,33.98,33.28064
2014-03-30,2014,Mar,163865.49030,160525.42690,4791,34.20,Regular Day,3340.06340,34.20,33.28064
2014-03-31,2014,Mar,190719.61450,187072.59520,5583,34.16,Regular Day,3647.01930,34.16,33.28064
2014-04-01,2014,Apr,244535.20520,239700.68480,7155,34.18,Regular Day,4834.52040,34.18,34.06233
2014-04-02,2014,Apr,155620.50380,153366.01880,4575,34.02,Regular Day,2254.48500,34.02,34.06233
2014-04-03,2014,Apr,136001.97820,134523.06860,3997,34.03,Regular Day,1478.90960,34.03,34.06233
2014-04-04,2014,Apr,190559.88750,187742.30000,5558,34.29,Regular Day,2817.58750,34.29,34.06233
2014-04-05,2014,Apr,217110.50250,213540.73420,6320,34.35,Regular Day,3569.76830,34.35,34.06233
2014-04-06,2014,Apr,119190.10000,116856.31460,3447,34.58,Regular Day,2333.78540,34.58,34.06233
2014-04-07,2014,Apr,131910.19750,130784.44470,3854,34.23,Regular Day,1125.75280,34.23,34.06233
2014-04-08,2014,Apr,118921.30770,115305.80520,3394,35.04,Regular Day,3615.50250,35.04,34.06233
2014-04-09,2014,Apr,124828.28280,121264.70310,3563,35.03,Regular Day,3563.57970,35.03,34.06233
2014-04-10,2014,Apr,179326.49020,183278.50240,5380,33.33,Promo Day,-3952.01220,33.33,34.06233
2014-04-11,2014,Apr,318949.81710,326322.52600,9573,33.32,Promo Day,-7372.70890,33.32,34.06233
2014-04-12,2014,Apr,375031.10930,383727.19400,11250,33.34,Promo Day,-8696.08470,33.34,34.06233
2014-04-13,2014,Apr,166393.54070,170061.86410,4990,33.35,Promo Day,-3668.32340,33.35,34.06233
2014-04-14,2014,Apr,193652.32780,198212.06870,5810,33.33,Promo Day,-4559.74090,33.33,34.06233
2014-04-15,2014,Apr,249805.51720,255956.65400,7497,33.32,Promo Day,-6151.13680,33.32,34.06233
2014-04-16,2014,Apr,294023.41090,301522.35230,8821,33.33,Promo Day,-7498.94140,33.33,34.06233
2014-04-17,2014,Apr,612236.00580,627927.75870,18366,33.34,Promo Day,-15691.75290,33.34,34.06233
2014-04-18,2014,Apr,464815.51790,476692.54370,13940,33.34,Promo Day,-11877.02580,33.34,34.06233
2014-04-19,2014,Apr,360480.94040,369765.61280,10814,33.33,Promo Day,-9284.67240,33.33,34.06233
2014-04-20,2014,Apr,114279.57730,117190.82620,3429,33.33,Promo Day,-2911.24890,33.33,34.06233
2014-04-21,2014,Apr,161170.82040,165415.08380,4834,33.34,Promo Day,-4244.26340,33.34,34.06233
2014-04-22,2014,Apr,182483.14650,187344.73720,5475,33.33,Promo Day,-4861.59070,33.33,34.06233
2014-04-23,2014,Apr,109358.41250,106849.89880,3121,35.04,Regular Day,2508.51370,35.04,34.06233
2014-04-24,2014,Apr,98430.11411,96197.48223,2809,35.04,Regular Day,2232.63188,35.04,34.06233
2014-04-25,2014,Apr,295741.34700,292327.02830,8537,34.64,Regular Day,3414.31870,34.64,34.06233
2014-04-26,2014,Apr,285053.97990,281159.58110,8209,34.72,Regular Day,3894.39880,34.72,34.06233
2014-04-27,2014,Apr,124964.79650,123042.15900,3592,34.79,Regular Day,1922.63750,34.79,34.06233
2014-04-28,2014,Apr,124175.80840,122516.06570,3576,34.72,Regular Day,1659.74270,34.72,34.06233
2014-04-29,2014,Apr,131842.57160,130405.26390,3807,34.63,Regular Day,1437.30770,34.63,34.06233
2014-04-30,2014,Apr,154850.05730,150644.34820,4398,35.21,Regular Day,4205.70910,35.21,34.06233
2014-05-01,2014,May,180294.26870,175656.65040,5124,35.19,Regular Day,4637.61830,35.19,33.11516
2014-05-02,2014,May,163849.03580,157300.62560,4581,35.77,Regular Day,6548.41020,35.77,33.11516
2014-05-03,2014,May,131436.79240,127601.94470,3697,35.55,Regular Day,3834.84770,35.55,33.11516
2014-05-04,2014,May,93082.04396,91601.50654,2642,35.23,Regular Day,1480.53742,35.23,33.11516
2014-05-05,2014,May,110887.01330,109460.15320,3154,35.16,Regular Day,1426.86010,35.16,33.11516
2014-05-06,2014,May,119385.57540,115693.10660,3324,35.92,Regular Day,3692.46880,35.92,33.11516
2014-05-07,2014,May,91719.58938,93157.17058,2677,34.26,Regular Day,-1437.58120,34.26,33.11516
2014-05-08,2014,May,96335.44895,93696.21614,2683,35.91,Regular Day,2639.23281,35.91,33.11516
2014-05-09,2014,May,303226.29840,325836.94010,9328,32.51,Promo Day,-22610.64170,32.51,33.11516
2014-05-10,2014,May,431695.70920,465253.81570,13306,32.44,Promo Day,-33558.10650,32.44,33.11516
2014-05-11,2014,May,200407.27710,215907.82490,6173,32.47,Promo Day,-15500.54780,32.47,33.11516
2014-05-12,2014,May,183413.70830,197835.49510,5653,32.45,Promo Day,-14421.78680,32.45,33.11516
2014-05-13,2014,May,146166.60110,157693.18930,4503,32.46,Promo Day,-11526.58820,32.46,33.11516
2014-05-14,2014,May,201120.72760,218098.76190,6253,32.16,Promo Day,-16978.03430,32.16,33.11516
2014-05-15,2014,May,270123.55080,289864.79850,8408,32.13,Promo Day,-19741.24770,32.13,33.11516
2014-05-16,2014,May,415315.38390,441790.76720,12949,32.07,Promo Day,-26475.38330,32.07,33.11516
2014-05-17,2014,May,498716.99760,526707.37700,15508,32.16,Promo Day,-27990.37940,32.16,33.11516
2014-05-18,2014,May,166433.17210,174376.63250,5141,32.37,Promo Day,-7943.46040,32.37,33.11516
2014-05-19,2014,May,168520.62940,175540.11550,5194,32.45,Promo Day,-7019.48610,32.45,33.11516
2014-05-20,2014,May,178123.53210,187748.17220,5550,32.09,Promo Day,-9624.64010,32.09,33.11516
2014-05-21,2014,May,194878.80260,204460.66540,6070,32.11,Promo Day,-9581.86280,32.11,33.11516
2014-05-22,2014,May,115475.09690,115011.32260,3421,33.75,Regular Day,463.77430,33.75,33.11516
2014-05-23,2014,May,430521.02450,449274.18630,13384,32.17,Promo Day,-18753.16180,32.17,33.11516
2014-05-24,2014,May,590642.82570,614245.79410,18356,32.18,Promo Day,-23602.96840,32.18,33.11516
2014-05-25,2014,May,210764.71800,217364.46300,6500,32.43,Promo Day,-6599.74500,32.43,33.11516
2014-05-26,2014,May,218189.34850,225607.59520,6752,32.31,Promo Day,-7418.24670,32.31,33.11516
2014-05-27,2014,May,226132.46390,234496.51280,7023,32.20,Promo Day,-8364.04890,32.20,33.11516
2014-05-28,2014,May,243720.86800,252929.29470,7579,32.16,Promo Day,-9208.42670,32.16,33.11516
2014-05-29,2014,May,207429.42900,215118.84650,6448,32.17,Promo Day,-7689.41750,32.17,33.11516
2014-05-30,2014,May,503149.43130,521651.08610,15637,32.18,Promo Day,-18501.65480,32.18,33.11516
2014-05-31,2014,May,603748.78950,626259.38680,18775,32.16,Promo Day,-22510.59730,32.16,33.11516
2014-06-01,2014,Jun,456017.46310,473223.98070,14188,32.14,Promo Day,-17206.51760,32.14,32.94533
2014-06-02,2014,Jun,425845.19600,442155.99120,13256,32.12,Promo Day,-16310.79520,32.12,32.94533
2014-06-03,2014,Jun,328217.77000,340913.59170,10223,32.11,Promo Day,-12695.82170,32.11,32.94533
2014-06-04,2014,Jun,286405.99880,296902.67250,8904,32.17,Promo Day,-10496.67370,32.17,32.94533
2014-06-05,2014,Jun,184989.88870,192824.89010,5783,31.99,Promo Day,-7835.00140,31.99,32.94533
2014-06-06,2014,Jun,288118.30440,300213.55940,9005,32.00,Promo Day,-12095.25500,32.00,32.94533
2014-06-07,2014,Jun,391930.87800,407438.91960,12222,32.07,Promo Day,-15508.04160,32.07,32.94533
2014-06-08,2014,Jun,193772.58110,201254.71250,6037,32.10,Promo Day,-7482.13140,32.10,32.94533
2014-06-09,2014,Jun,214177.98340,220255.21920,6607,32.42,Promo Day,-6077.23580,32.42,32.94533
2014-06-10,2014,Jun,188334.52120,195254.78100,5857,32.16,Promo Day,-6920.25980,32.16,32.94533
2014-06-11,2014,Jun,174324.99480,180978.60100,5429,32.11,Promo Day,-6653.60620,32.11,32.94533
2014-06-12,2014,Jun,200271.56430,207757.70300,6232,32.14,Promo Day,-7486.13870,32.14,32.94533
2014-06-13,2014,Jun,468701.63020,486180.54440,14585,32.14,Promo Day,-17478.91420,32.14,32.94533
2014-06-14,2014,Jun,473425.75420,492135.29230,14745,32.11,Promo Day,-18709.53810,32.11,32.94533
2014-06-15,2014,Jun,224232.12140,233554.03220,6991,32.07,Promo Day,-9321.91080,32.07,32.94533
2014-06-16,2014,Jun,185606.27500,193340.31540,5788,32.07,Promo Day,-7734.04040,32.07,32.94533
2014-06-17,2014,Jun,212687.50940,221403.64500,6632,32.07,Promo Day,-8716.13560,32.07,32.94533
2014-06-18,2014,Jun,184259.69240,192057.51080,5752,32.03,Promo Day,-7797.81840,32.03,32.94533
2014-06-19,2014,Jun,113735.81620,119544.01980,3578,31.79,Promo Day,-5808.20360,31.79,32.94533
2014-06-20,2014,Jun,203165.08300,205350.64310,6119,33.20,Promo Day,-2185.56010,33.20,32.94533
2014-06-21,2014,Jun,203345.24460,206918.91260,6161,33.01,Promo Day,-3573.66800,33.01,32.94533
2014-06-22,2014,Jun,134944.48900,135372.52700,4015,33.61,Regular Day,-428.03800,33.61,32.94533
2014-06-23,2014,Jun,138298.21020,139206.02690,4133,33.46,Regular Day,-907.81670,33.46,32.94533
2014-06-24,2014,Jun,36692.67986,35299.06424,1047,35.05,Regular Day,1393.61562,35.05,32.94533
2014-06-25,2014,Jun,56077.54269,53925.25763,1601,35.03,Regular Day,2152.28506,35.03,32.94533
2014-06-26,2014,Jun,55780.70745,53688.24120,1592,35.04,Regular Day,2092.46625,35.04,32.94533
2014-06-27,2014,Jun,131721.23830,127302.42710,3759,35.04,Regular Day,4418.81120,35.04,32.94533
2014-06-28,2014,Jun,146169.07660,141012.32940,4172,35.04,Regular Day,5156.74720,35.04,32.94533
2014-06-29,2014,Jun,62073.58541,60083.86984,1772,35.03,Regular Day,1989.71557,35.03,32.94533
2014-06-30,2014,Jun,93619.84699,90294.37609,2672,35.04,Regular Day,3325.47090,35.04,32.94533
2014-07-01,2014,Jul,180183.03140,173842.92090,5143,35.03,Regular Day,6340.11050,35.03,34.20064
2014-07-02,2014,Jul,104760.70620,101615.73200,2990,35.04,Regular Day,3144.97420,35.04,34.20064
2014-07-03,2014,Jul,93450.53368,90927.08966,2667,35.04,Regular Day,2523.44402,35.04,34.20064
2014-07-04,2014,Jul,98087.55590,95423.27399,2799,35.04,Regular Day,2664.28191,35.04,34.20064
2014-07-05,2014,Jul,117562.26290,114395.62760,3355,35.04,Regular Day,3166.63530,35.04,34.20064
2014-07-06,2014,Jul,70153.08097,68252.24221,2002,35.04,Regular Day,1900.83876,35.04,34.20064
2014-07-07,2014,Jul,68918.41529,66990.88135,1967,35.04,Regular Day,1927.53394,35.04,34.20064
2014-07-08,2014,Jul,108417.40280,105373.30000,3094,35.04,Regular Day,3044.10280,35.04,34.20064
2014-07-09,2014,Jul,81802.60821,79496.49424,2335,35.03,Regular Day,2306.11397,35.03,34.20064
2014-07-10,2014,Jul,103998.55970,101270.97110,2968,35.04,Regular Day,2727.58860,35.04,34.20064
2014-07-11,2014,Jul,134018.08930,130633.26270,3825,35.04,Regular Day,3384.82660,35.04,34.20064
2014-07-12,2014,Jul,99277.29950,96688.49781,2833,35.04,Regular Day,2588.80169,35.04,34.20064
2014-07-13,2014,Jul,49705.23200,48370.30899,1419,35.03,Regular Day,1334.92301,35.03,34.20064
2014-07-14,2014,Jul,75384.57455,73393.44659,2151,35.05,Regular Day,1991.12796,35.05,34.20064
2014-07-15,2014,Jul,110288.23420,107437.38100,3148,35.03,Regular Day,2850.85320,35.03,34.20064
2014-07-16,2014,Jul,156536.68620,164641.35400,4825,32.44,Promo Day,-8104.66780,32.44,34.20064
2014-07-17,2014,Jul,80823.05920,78844.86050,2307,35.03,Regular Day,1978.19870,35.03,34.20064
2014-07-18,2014,Jul,124615.68560,121612.17890,3557,35.03,Regular Day,3003.50670,35.03,34.20064
2014-07-19,2014,Jul,242758.95050,255779.85450,7485,32.43,Promo Day,-13020.90400,32.43,34.20064
2014-07-20,2014,Jul,85078.24369,83020.51413,2428,35.04,Regular Day,2057.72956,35.04,34.20064
2014-07-21,2014,Jul,86738.06743,84643.27183,2475,35.05,Regular Day,2094.79560,35.05,34.20064
2014-07-22,2014,Jul,56673.61581,55278.70783,1618,35.03,Regular Day,1394.90798,35.03,34.20064
2014-07-23,2014,Jul,165742.17050,173725.35750,5106,32.46,Promo Day,-7983.18700,32.46,34.20064
2014-07-24,2014,Jul,95618.24880,92416.90384,2729,35.04,Regular Day,3201.34496,35.04,34.20064
2014-07-25,2014,Jul,515698.79580,538260.27180,15897,32.44,Promo Day,-22561.47600,32.44,34.20064
2014-07-26,2014,Jul,562590.36650,586670.51410,17343,32.44,Promo Day,-24080.14760,32.44,34.20064
2014-07-27,2014,Jul,266305.92590,277238.01040,8207,32.45,Promo Day,-10932.08450,32.45,34.20064
2014-07-28,2014,Jul,292634.74570,304508.37900,9018,32.45,Promo Day,-11873.63330,32.45,34.20064
2014-07-29,2014,Jul,212360.99310,221017.07310,6548,32.43,Promo Day,-8656.08000,32.43,34.20064
2014-07-30,2014,Jul,198019.33210,205903.82490,6102,32.45,Promo Day,-7884.49280,32.45,34.20064
2014-07-31,2014,Jul,295508.32730,307222.39540,9108,32.44,Promo Day,-11714.06810,32.44,34.20064
2014-08-01,2014,Aug,611894.67320,636341.31590,18867,32.43,Promo Day,-24446.64270,32.43,32.49483
2014-08-02,2014,Aug,628685.21880,653779.96350,19384,32.43,Promo Day,-25094.74470,32.43,32.49483
2014-08-03,2014,Aug,307272.68370,319500.00950,9473,32.44,Promo Day,-12227.32580,32.44,32.49483
2014-08-04,2014,Aug,362106.53260,376645.75090,11170,32.42,Promo Day,-14539.21830,32.42,32.49483
2014-08-05,2014,Aug,262349.59100,272809.29040,8091,32.42,Promo Day,-10459.69940,32.42,32.49483
2014-08-06,2014,Aug,80697.90350,77649.63653,2303,35.04,Regular Day,3048.26697,35.04,32.49483
2014-08-07,2014,Aug,103272.62270,99367.23322,2947,35.04,Regular Day,3905.38948,35.04,32.49483
2014-08-08,2014,Aug,439421.42210,456509.62190,13542,32.45,Promo Day,-17088.19980,32.45,32.49483
2014-08-09,2014,Aug,408616.35060,424340.94940,12588,32.46,Promo Day,-15724.59880,32.46,32.49483
2014-08-10,2014,Aug,195866.77300,203331.43480,6032,32.47,Promo Day,-7464.66180,32.47,32.49483
2014-08-11,2014,Aug,232347.35320,241134.52780,7158,32.46,Promo Day,-8787.17460,32.46,32.49483
2014-08-12,2014,Aug,190325.18110,197438.11160,5863,32.46,Promo Day,-7112.93050,32.46,32.49483
2014-08-13,2014,Aug,197698.11860,205114.12890,6092,32.45,Promo Day,-7416.01030,32.45,32.49483
2014-08-14,2014,Aug,177908.83560,184687.52910,5485,32.44,Promo Day,-6778.69350,32.44,32.49483
2014-08-15,2014,Aug,473321.88250,491559.42300,14587,32.45,Promo Day,-18237.54050,32.45,32.49483
2014-08-16,2014,Aug,541600.89220,562953.37080,16686,32.46,Promo Day,-21352.47860,32.46,32.49483
2014-08-17,2014,Aug,239513.97900,249203.12080,7380,32.45,Promo Day,-9689.14180,32.45,32.49483
2014-08-18,2014,Aug,255224.22260,265532.54620,7864,32.45,Promo Day,-10308.32360,32.45,32.49483
2014-08-19,2014,Aug,160372.03970,167021.15780,4941,32.46,Promo Day,-6649.11810,32.46,32.49483
2014-08-20,2014,Aug,171587.33230,174723.17540,5151,33.31,Promo Day,-3135.84310,33.31,32.49483
2014-08-21,2014,Aug,164208.06060,167239.64880,4928,33.32,Promo Day,-3031.58820,33.32,32.49483
2014-08-22,2014,Aug,376778.83570,384006.04530,11309,33.32,Promo Day,-7227.20960,33.32,32.49483
2014-08-23,2014,Aug,453633.47400,463250.07130,13613,33.32,Promo Day,-9616.59730,33.32,32.49483
2014-08-24,2014,Aug,214392.40090,218347.79780,6424,33.37,Regular Day,-3955.39690,33.37,32.49483
2014-08-25,2014,Aug,316404.06230,323293.39660,9493,33.33,Promo Day,-6889.33430,33.33,32.49483
2014-08-26,2014,Aug,242824.50130,259860.51250,7619,31.87,Promo Day,-17036.01120,31.87,32.49483
2014-08-27,2014,Aug,274712.25330,304334.78460,8909,30.84,Promo Day,-29622.53130,30.84,32.49483
2014-08-28,2014,Aug,258066.16940,287168.56610,8400,30.72,Promo Day,-29102.39670,30.72,32.49483
2014-08-29,2014,Aug,594007.21320,660937.80480,19317,30.75,Promo Day,-66930.59160,30.75,32.49483
2014-08-30,2014,Aug,717096.71280,797788.89200,23310,30.76,Promo Day,-80692.17920,30.76,32.49483
2014-08-31,2014,Aug,358170.99630,398562.60740,11646,30.75,Promo Day,-40391.61110,30.75,32.49483
2014-09-01,2014,Sep,594953.63490,662850.99080,19366,30.72,Promo Day,-67897.35590,30.72,33.28466
2014-09-02,2014,Sep,469469.94100,523480.30330,15291,30.70,Promo Day,-54010.36230,30.70,33.28466
2014-09-03,2014,Sep,464067.79930,517180.54330,15100,30.73,Promo Day,-53112.74400,30.73,33.28466
2014-09-04,2014,Sep,312311.95400,348177.12050,10164,30.73,Promo Day,-35865.16650,30.73,33.28466
2014-09-05,2014,Sep,501279.00040,558766.69030,16310,30.73,Promo Day,-57487.68990,30.73,33.28466
2014-09-06,2014,Sep,552703.90380,616169.85140,17985,30.73,Promo Day,-63465.94760,30.73,33.28466
2014-09-07,2014,Sep,234153.76220,261088.38640,7620,30.73,Promo Day,-26934.62420,30.73,33.28466
2014-09-08,2014,Sep,244481.49770,272633.39980,7958,30.72,Promo Day,-28151.90210,30.72,33.28466
2014-09-09,2014,Sep,122749.63530,120070.95020,3503,35.04,Regular Day,2678.68510,35.04,33.28466
2014-09-10,2014,Sep,78736.40284,77071.54271,2247,35.04,Regular Day,1664.86013,35.04,33.28466
